title,score,type,status,start_date,end_date,members,favorites,sfw,genres_score,themes_score,demographics_score,serializations_score
Kimi wa Girlfriend,7.64,manga,finished,2003-12-05,2004-10-26,14588,124,TRUE,6.99514661646792,6.93,7.01893118148599,7.25844720496894
Living no Matsunaga-san,7.78,manga,finished,2016-12-24,2021-06-24,16156,315,TRUE,7.00461209842789,6.93,7.01893118148599,7.09650602409639
Another,7.86,novel,finished,2009-10-29,2009-10-29,11987,382,TRUE,7.02734040195468,6.99883732920856,6.93,6.93
Tight-rope,7.68,manga,finished,2007-12-14,2008-09-13,13053,59,FALSE,6.95195151969197,6.93,6.93,7.12403100775194
Dr. Slump,7.7,manga,finished,1980-01-22,1984-08-28,13893,534,TRUE,7.21894657490118,7.21459016393443,7.02829368334701,6.91140992167102
Suki desu Suzuki-kun!!,7.74,manga,finished,2008-08-20,2012-06-20,12217,280,TRUE,7.05749550133888,6.99883732920856,7.01893118148599,7.00196202531646
Asper Kanojo,7.95,manga,finished,2018-03-06,2021-01-26,11202,323,TRUE,7.103990983338125,7.10944881889764,6.93,6.96055555555556
The Bride of the Water God,7.68,manhwa,finished,2007-10-17,2014-01-01,19186,462,TRUE,7.052149868045453,6.93,7.01893118148599,6.98884615384615
Onanie Master Kurosawa: After the Juvenile,7.67,light_novel,finished,2007-01-01,2007-01-01,12220,69,TRUE,7.05749550133888,7.046095382702067,6.93,6.93
What Does the Fox Say?,7.93,manhwa,finished,2015-04-29,2017-09-18,8750,383,FALSE,6.94397937706723,7.48860465116279,6.93,7.26272727272727
Kuroneko Kareshi no Aishikata,7.83,manga,finished,2013-09-14,2014-07-14,8478,57,FALSE,6.968621215526553,6.93,6.93,7.12403100775194
Marie no Kanaderu Ongaku,7.9,manga,finished,1999-12-10,2001-09-12,11201,236,TRUE,7.052149868045453,6.93,6.92562576938859,6.875
Torikagosou no Kyou mo Nemutai Juunin-tachi,7.71,manga,finished,2007-01-01,2011-01-01,12809,155,TRUE,7.051107580427135,6.93,7.01893118148599,7.01589743589744
Trace,7.88,manhwa,finished,2007-04-03,2009-02-13,10823,158,TRUE,7.03659552641975,6.93,6.93,7.42461538461538
Hibi Chouchou,7.55,manga,finished,2012-02-20,2015-08-05,69151,1264,TRUE,7.051107580427135,6.99883732920856,7.01893118148599,6.9952380952381
Beniiro Hero,7.86,manga,finished,2002-12-13,2011-01-13,8281,176,TRUE,7.056355025583944,7.2186422762854,7.01893118148599,7.10311688311688
Change 123,7.61,manga,finished,2005-06-19,2010-04-19,18896,316,TRUE,6.900148770212587,7.0310068998984,7.02829368334701,6.61910714285714
Re:Zero kara Hajimeru Isekai Seikatsu: Dai-3 Shou - Truth of Zero,8.1,manga,finished,2015-05-27,2019-09-27,10233,136,TRUE,7.096462175105437,7.144383508018763,6.92562576938859,6.87876033057851
Kanshikan Tsunemori Akane,7.99,manga,finished,2012-11-02,2014-12-04,12124,156,TRUE,7.05801275989683,7.294442930935004,7.02829368334701,7.12459770114943
Shoujo Fujuubun,7.7,manga,finished,2015-11-30,2016-08-29,14383,284,TRUE,7.13057954545455,6.93,6.92562576938859,7.01152173913044
Goong,7.79,manhwa,finished,2002-12-02,2011-12-27,10675,264,TRUE,7.033557379061904,7.16427514792899,7.01893118148599,6.98884615384615
Under (xGround) Grand Hotel,7.86,manga,finished,2003-04-25,2005-10-25,6080,169,FALSE,6.98720712163263,6.93,6.93,6.93
Midnight Secretary,7.59,manga,finished,2006-09-01,2009-06-01,20238,442,TRUE,6.90103153940232,7.02945701357466,6.93841503267974,7.03219512195122
Hori-san to Miyamura-kun,8.02,manga,finished,2007-02-01,2011-12-22,13201,212,TRUE,7.00461209842789,6.99883732920856,6.93,6.93
Magic Knight Rayearth,7.6,manga,finished,1993-11-01,1995-02-01,18281,475,TRUE,7.013569867983275,7.06908536585366,7.01893118148599,7.10766990291262
Katsu!,7.82,manga,finished,2001-08-08,2005-02-16,7416,110,TRUE,7.037931834128164,7.064312281625555,7.02829368334701,7.22040229885057
Yumekui Merry,7.79,manga,finished,2008-03-24,2020-11-24,14756,475,TRUE,7.031667287956647,6.93,6.93,6.99157894736842
Arakure,7.68,manga,finished,2004-06-26,2009-02-05,14442,126,TRUE,6.99514661646792,7.1841408868264995,7.01893118148599,7.25844720496894
Nickelodeon,7.74,manga,finished,2010-09-25,2014-08-25,12080,302,TRUE,7.012080787566099,6.99883732920856,6.92562576938859,6.98833333333333
Takopii no Genzai,7.67,manga,finished,2021-12-10,2022-03-25,13785,196,TRUE,7.059979598110335,7.10944881889764,7.02829368334701,7.02809523809524
Btooom!,7.54,manga,finished,2009-07-03,2018-08-09,75259,1996,FALSE,7.015263585752763,7.25967259480496,6.92562576938859,7.15111111111111
"Kashikomarimashita, Destiny",7.99,manga,finished,2015-11-24,2016-04-23,6117,111,FALSE,6.991558365831445,6.93,6.93,6.83733333333333
Nijigahara Holograph,7.56,manga,finished,2003-11-12,2005-12-10,40759,995,TRUE,7.11037890424987,7.10944881889764,6.93,7.56
Bloody Monday Season 2: Pandora no Hako,7.7,manga,finished,2009-10-14,2011-04-20,11070,59,TRUE,6.967867294155674,7.10944881889764,7.02829368334701,7.25005747126437
Junai Tokkou Taichou!,7.76,manga,finished,2004-09-13,2009-07-13,12719,150,TRUE,6.99514661646792,6.99883732920856,7.01893118148599,7.0719014084507
Orange Yane no Chiisana Ie,7.79,manga,finished,2005-03-15,2007-12-01,7836,112,TRUE,7.049568799903023,6.93,6.92562576938859,7.11130434782609
24 Colors: Hatsukoi no Palette,7.62,manga,finished,2008-02-05,2008-04-05,13688,134,TRUE,6.99514661646792,6.99883732920856,7.01893118148599,7.00196202531646
Uragiri wa Boku no Namae wo Shitteiru,7.93,manga,finished,2005-09-24,2017-04-24,11191,358,TRUE,7.025734378136122,7.39810810810811,7.01893118148599,6.98821052631579
Octave,7.7,manga,finished,2008-01-25,2010-12-25,13715,397,FALSE,6.967227118066853,6.93,6.92562576938859,7.10347107438017
Mahou Tsukai Kurohime,7.68,manga,finished,2000-08-01,2011-02-25,13571,285,TRUE,6.9834368468685275,6.93,7.02829368334701,7.08
Zense Coupling,8.09,manga,finished,2018-04-26,2020-04-16,6193,102,TRUE,7.0116212007290954,7.39810810810811,6.93,7.236
Kuro,7.68,manga,finished,2011-05-24,2016-06-17,14493,283,TRUE,7.082270970303743,7.12256924715909,6.93,7.07142857142857
Pretty Face,7.59,manga,finished,2002-05-14,2003-06-09,18037,514,TRUE,6.890048483228203,6.855471296183225,7.02829368334701,6.91140992167102
Ookami Shoujo to Kuro Ouji,7.54,manga,finished,2011-06-11,2016-05-13,54232,1124,TRUE,6.99514661646792,6.99883732920856,7.01893118148599,7.10311688311688
Rough,8.05,manga,finished,1987-01-01,1989-01-01,5818,132,TRUE,7.038686552814945,7.083661088846705,7.02829368334701,7.22040229885057
Kawaii Hito,7.73,manga,finished,2014-09-05,2019-10-10,12025,121,TRUE,7.00461209842789,6.93,7.01893118148599,7.10689655172414
Tobaku Datenroku Kaiji: Kazuya-hen,7.9,manga,finished,2009-06-01,2012-02-13,6753,111,TRUE,6.93,7.348047692872917,6.92562576938859,7.01152173913044
Kotonoha no Niwa,7.69,manga,finished,2013-04-25,2013-10-25,11477,218,TRUE,7.070864688368046,7.7315,6.92562576938859,7.10347107438017
Green Blood,7.59,manga,finished,2011-06-13,2013-05-13,25819,435,TRUE,7.08623098949444,7.136861983413315,6.92562576938859,7.01152173913044
Mujihi na Anata,8.03,manga,finished,2011-07-25,2012-07-25,5106,37,FALSE,6.960383923395965,6.99883732920856,6.93,7.05947368421053
Murasakiiro no Qualia,7.85,manga,finished,2011-01-27,2013-08-27,10642,303,TRUE,7.060539479627983,6.93,7.02829368334701,6.92595419847328
Clannad,7.88,manga,finished,2005-05-07,2009-04-01,10556,311,TRUE,7.05749550133888,6.99883732920856,6.92562576938859,7.03533333333333
Warau Kanoko-sama,7.77,manga,finished,2007-07-10,2009-06-10,8860,94,TRUE,6.99514661646792,6.99883732920856,7.01893118148599,7.19299145299145
Dog Style,8.14,manga,finished,2005-01-01,2008-01-01,4550,150,FALSE,6.9456411983853235,6.99883732920856,6.93,6.99090909090909
Hetakoi,7.62,manga,finished,2007-10-19,2012-04-19,14824,184,TRUE,6.94513108848362,6.99883732920856,6.92562576938859,6.98233082706767
Ao Haru Ride: Awaken,7.88,manga,finished,2014-09-17,2014-11-19,7010,44,TRUE,7.070864688368046,6.99883732920856,7.01893118148599,6.93
Marmalade Boy,7.6,manga,finished,1992-05-01,1995-10-01,16526,408,TRUE,7.033557379061904,6.93,7.01893118148599,7.14390728476821
Boku no Chikyuu wo Mamotte,8.12,manga,finished,1987-01-01,1994-01-01,9997,393,TRUE,7.059321888312342,7.32009883017346,7.01893118148599,7.25844720496894
Immortal Regis,7.58,manhwa,finished,2006-01-01,2008-01-01,20662,245,TRUE,7.02677163120567,6.93,7.02829368334701,7.011
Shitsuji-sama no Okiniiri,7.89,manga,finished,2006-11-25,2015-05-26,11507,103,TRUE,6.99514661646792,6.99883732920856,7.01893118148599,7.3264
Tajuu Jinkaku Tantei Psycho,7.73,manga,finished,1996-12-26,2016-03-04,24278,564,TRUE,7.13057954545455,7.152486314210725,6.92562576938859,6.9187323943662
Yokokuhan,7.65,manga,finished,2011-07-25,2013-08-10,14715,307,TRUE,7.13057954545455,7.19552380952381,6.92562576938859,7.04307692307692
Hadashi no Gen,8.39,manga,finished,1973-05-22,1974-09-10,9816,193,TRUE,7.11037890424987,7.16427514792899,7.02829368334701,6.91140992167102
Bambi to Dhole,7.82,manga,finished,2013-06-24,2015-06-24,7833,145,TRUE,7.00461209842789,7.272561521747135,7.01893118148599,7.09650602409639
Killing Stalking,7.52,manhwa,finished,2016-03-03,2019-03-22,62026,3142,FALSE,6.94605602615598,7.10944881889764,6.93,7.26272727272727
Kuroneko Kareshi no Asobikata,7.65,manga,finished,2012-02-14,2012-07-14,12080,128,FALSE,6.968621215526553,6.93,6.93,7.12403100775194
Prison School,7.51,manga,finished,2011-02-07,2017-12-25,121120,4973,TRUE,7.1132668150960505,7.106713746571495,6.92562576938859,7.01152173913044
Sennen no Yuki,7.61,manga,finished,2000-11-24,2013-12-10,16005,206,TRUE,7.029825610054003,7.02945701357466,7.01893118148599,7.19299145299145
Watashi ga Motete Dousunda,7.54,manga,finished,2013-04-13,2018-02-13,46924,995,TRUE,7.257738347878477,7.223069807410607,7.01893118148599,7.0719014084507
Chichi to Hige-Gorilla to Watashi,8.3,manga,finished,2011-02-04,2018-11-05,6903,139,TRUE,7.041642098467165,7.54628571428571,6.93,7.154
Makai Ouji: Devils and Realist,7.75,manga,finished,2009-10-28,2018-02-28,15167,475,TRUE,7.04408739611285,7.06047759654585,6.93841503267974,7.17962264150943
Zelda no Densetsu: Toki no Ocarina,7.57,manga,finished,2000-02-01,2000-05-01,17302,564,TRUE,7.065094058454926,6.93,6.93,6.93
Magic Knight Rayearth 2,7.63,manga,finished,1995-02-03,1996-03-02,11364,130,TRUE,7.080184607991869,7.19317073170732,7.01893118148599,7.10766990291262
Sekirei,7.55,manga,finished,2004-01-30,2018-03-16,32928,738,TRUE,6.94473774241919,7.008471709829084,6.92562576938859,7.01743243243243
"Mairimashita, Senpai",7.86,manga,finished,2016-06-24,2020-10-24,13964,222,TRUE,7.00461209842789,6.99883732920856,7.01893118148599,7.09650602409639
Slow Starter,7.7,manga,finished,2010-11-01,2011-11-01,9595,82,TRUE,7.021331667832531,6.93,6.93,6.97125
Koibitogokoro,7.92,manga,finished,2011-07-02,2011-07-02,5875,25,FALSE,6.987827751202048,6.93,6.93,7.05034482758621
Prism,7.6,manga,finished,2010-12-11,2012-06-11,17075,335,FALSE,6.91280493463175,6.99883732920856,6.93,6.81212121212121
Hunter x Hunter: Kurapika Tsuioku-hen,7.61,manga,finished,2012-12-02,2012-12-09,13148,127,TRUE,7.080184607991869,6.93,7.02829368334701,6.91140992167102
Niehime to Kemono no Ou,7.93,manga,finished,2015-08-05,2020-10-20,11619,201,TRUE,7.023035349943244,6.93,7.01893118148599,7.25844720496894
Kyuuso wa Cheese no Yume wo Miru,7.69,manga,finished,2004-06-01,2005-10-01,8834,127,FALSE,6.98720712163263,6.93,6.93841503267974,7.076
ib: Instant Bullet,7.59,manga,finished,2013-07-27,2015-08-27,21709,611,TRUE,7.0568226029129235,6.93,6.92562576938859,7.04830188679245
Ano Kado wo Magatta Tokoro,7.82,manga,finished,2006-04-07,2006-10-07,6158,54,FALSE,6.95195151969197,6.99883732920856,6.93,7.0455421686747
"Urami Koi, Koi, Urami Koi.",7.73,manga,finished,2014-06-21,2019-07-22,13616,344,TRUE,7.010959123836795,6.93,7.02829368334701,7.18098360655738
Let Dai,8.1,manhwa,finished,1995-01-01,2005-01-01,8642,386,TRUE,7.027719588744276,7.22231760492429,6.93,6.98884615384615
Code Geass: Hangyaku no Lelouch,7.61,manga,finished,2006-08-24,2010-02-24,17914,526,TRUE,7.043375614658003,7.119578921014535,7.01893118148599,6.98821052631579
Duty After School,7.87,manhwa,finished,2012-11-17,2013-12-14,8793,176,TRUE,7.051624051867237,7.116202220308903,6.93,7.4291
Superior Cross,7.72,manga,finished,2009-04-18,2011-07-18,8448,104,TRUE,7.062054635608508,6.93,7.02829368334701,7.3489230769230804
Ouran Koukou Host Club University Special,8.12,manga,finished,2011-07-23,2011-08-24,7181,26,TRUE,7.033557379061904,6.93697215563594,7.01893118148599,7.19299145299145
Gekijouban Mahou Shoujo Madoka★Magica: Shinpen - Hangyaku no Monogatari,8.09,manga,finished,2013-11-12,2014-01-10,6482,163,TRUE,7.0759187528542355,7.17972440944882,6.93,6.93
Secret XXX,7.71,manga,finished,2016-01-14,2017-03-14,8570,91,FALSE,6.982948507691467,6.93,6.93,7.12403100775194
Shingeki no Kyojin: Lost Girls,7.62,manga,finished,2015-08-08,2016-05-09,13586,120,TRUE,7.005596701569168,6.93,7.02829368334701,7.01647058823529
blanc,8.5,manga,finished,2018-02-28,2020-09-16,5679,129,TRUE,7.051014079971644,6.93,6.93,7.09974358974359
Kindan Shitei de Breakthrough: Boy Meets Satan,7.87,manga,finished,2020-04-02,2021-11-04,6460,139,TRUE,7.045240827468183,6.93,6.93,6.60928571428571
Full Metal Panic!,8.14,light_novel,finished,1998-09-09,2011-08-20,7776,225,TRUE,7.02903307770751,7.168190623297965,6.93,6.93
Kieli: Shisha-tachi wa Kouya ni Nemuru,7.9,manga,finished,2005-12-06,2006-08-05,7628,120,TRUE,7.0773947661171475,6.93,7.01893118148599,7.14333333333333
Hataraku Saibou,7.78,manga,finished,2015-01-26,2021-01-26,15992,229,TRUE,6.98568113450795,7.266544715447154,7.02829368334701,7.03121951219512
Death Note: Tokubetsu Yomikiri,7.5,one_shot,finished,2020-02-04,2020-02-04,57190,701,TRUE,7.086529584244907,7.10944881889764,7.02829368334701,7.12459770114943
Kimi Note,7.58,manga,finished,2008-06-01,2009-12-01,16471,84,FALSE,6.991558365831445,6.99883732920856,6.93,6.99
Nettaigyo wa Yuki ni Kogareru,7.69,manga,finished,2017-06-27,2021-03-27,16175,416,TRUE,6.9261736903041005,6.99883732920856,6.92562576938859,7.04830188679245
Private Prince,7.6,manga,finished,2005-01-01,2007-01-01,12981,120,TRUE,7.00461209842789,6.93,6.93841503267974,7.03219512195122
Aoi Kiseki,7.64,manga,finished,2005-01-01,2005-01-01,9640,36,TRUE,7.0293430862509805,6.99883732920856,7.01893118148599,7.00196202531646
Veritas,7.56,manhwa,finished,2005-01-01,2010-01-01,18595,386,TRUE,6.965891103583586,7.02406932485136,7.02829368334701,6.83
Mahouka Koukou no Rettousei: Tsuioku-hen,7.85,manga,finished,2014-02-27,2015-07-27,7563,52,TRUE,7.01410529750055,6.93,6.93,6.92595419847328
K-On! College,7.6,manga,finished,2011-04-09,2012-06-08,13989,319,TRUE,7.041642098467165,7.164271605780749,6.93,7.29833333333333
Jagaaaaaan,7.52,manga,finished,2017-02-06,2021-11-08,64361,1156,TRUE,7.020547873115188,7.33449275362319,6.92562576938859,7.11238095238095
Baraou no Souretsu,8.11,manga,finished,2013-10-04,2022-01-06,14429,630,TRUE,7.0546407222204035,7.16427514792899,7.01893118148599,7.23459459459459
Akaiito no Shikkou Yuuyo,7.72,manga,finished,2015-11-30,2016-08-31,7735,76,FALSE,6.92562123032401,6.93,6.93,7.05034482758621
Fujiyama-san wa Shishunki,7.58,manga,finished,2012-11-20,2015-12-15,18077,267,TRUE,7.02929876512074,6.99883732920856,6.92562576938859,7.11289473684211
Not Simple,7.83,manga,finished,2004-09-01,2005-11-01,9935,258,TRUE,7.103990983338125,6.93,6.92562576938859,6.83
To LOVE-Ru,7.5,manga,finished,2006-04-24,2009-08-31,63173,2170,TRUE,6.939671208937142,6.97017016761029,7.02829368334701,6.91140992167102
Itoshi no Karin,7.6,manga,finished,2013-04-24,2014-12-24,13201,211,TRUE,7.051107580427135,6.93,6.93,6.99157894736842
Love♥Monster,7.57,manga,finished,2002-01-01,2005-01-01,16274,366,TRUE,7.021567000972263,6.97017016761029,7.01893118148599,6.9952380952381
Shamo,7.56,manga,finished,1998-01-01,2015-01-13,27665,734,TRUE,7.072645931815455,7.086312644742939,6.92562576938859,6.92740740740741
Kaijuu no Kodomo,7.96,manga,finished,2005-12-24,2011-09-24,13255,389,TRUE,7.086529584244907,6.93,6.92562576938859,6.98833333333333
Darling in the FranXX,7.53,manga,finished,2018-01-14,2020-01-26,33956,1398,TRUE,6.844716254359785,6.945,7.02829368334701,7.02809523809524
Gravitation,7.59,manga,finished,1996-01-01,2002-01-01,13933,728,TRUE,7.011433102606098,7.21256,7.01893118148599,7.274
Deep Love: Reina no Unmei,7.73,manga,finished,2005-07-28,2005-11-28,6719,37,TRUE,7.11037890424987,6.93,7.01893118148599,6.97
Ninja Shinobu-san no Junjou,7.7,manga,finished,2014-11-12,2017-04-12,9071,79,TRUE,6.99514661646792,6.99883732920856,7.02829368334701,7.17823529411765
½ Prince,7.95,light_novel,finished,2004-10-04,2005-08-15,7145,254,TRUE,7.030540857614532,7.067333333333337,6.93,6.93
Zoku Hoshi Mamoru Inu,8.06,manga,finished,2009-07-21,2009-11-02,5115,56,TRUE,7.09760306242638,7.22681818181818,6.92562576938859,7.11289473684211
L♥DK,7.52,manga,finished,2009-02-13,2017-08-12,43227,758,TRUE,7.033557379061904,6.99883732920856,7.01893118148599,7.0719014084507
AKB49: Renai Kinshi Jourei,7.67,manga,finished,2010-08-25,2016-01-20,12279,352,TRUE,6.99514661646792,7.0273244869652665,7.02829368334701,7.25005747126437
Ori no Naka no Soloist,7.8,manga,finished,2018-09-29,2021-06-14,9858,158,TRUE,7.072645931815455,7.10944881889764,7.02829368334701,7.02809523809524
Ma no Kakera,7.55,manga,finished,2013-04-13,2014-04-12,17344,239,TRUE,6.82260273972603,6.93,7.01893118148599,7.4
Jibaku Shounen Hanako-kun 0,8.09,manga,finished,2014-06-18,2014-08-18,6826,143,TRUE,7.0186303030303,6.99883732920856,6.93,7.3489230769230804
The Flowers of Evil,7.68,manhwa,finished,2006-01-01,2008-01-01,12625,270,TRUE,7.05749550133888,7.19896359975633,6.93,7.011
Kazoku ni Narou yo,7.93,manga,finished,2016-04-29,2017-01-20,5569,70,FALSE,6.982948507691467,6.93,6.93,6.93
High School DxD,7.56,manga,finished,2010-07-20,2018-02-09,23598,485,TRUE,6.927901012785803,6.97017016761029,7.02829368334701,6.82182608695652
Apocalypse no Toride,7.52,manga,finished,2011-09-03,2015-08-04,36673,705,TRUE,6.999418884133105,7.221970786260415,7.02829368334701,6.94107142857143
Kore wa Koi no Hanashi,7.75,manga,finished,2010-07-28,2014-05-28,9306,126,TRUE,7.070864688368046,6.93,7.01893118148599,7.03311475409836
Zankoku na Kami ga Shihai suru,8.2,manga,finished,1992-05-26,2001-05-26,8023,372,TRUE,7.27945366272938,7.10944881889764,7.01893118148599,7.25
UQ Holder!,7.52,manga,finished,2013-08-28,2022-02-09,47656,1030,TRUE,7.02865061760348,6.93,7.02829368334701,7.01647058823529
Hellper,7.94,manhwa,finished,2011-10-12,2015-06-03,9697,231,TRUE,7.031667287956647,6.93,6.93,7.4291
Bungou Stray Dogs: Beast,8.53,manga,finished,2019-12-26,2022-01-26,7211,326,TRUE,7.0546407222204035,6.93,7.02829368334701,7.00973214285714
Higurashi no Naku Koro ni: Yoigoshi-hen,7.74,manga,finished,2006-06-17,2007-07-18,8561,49,TRUE,7.021187063143484,7.10944881889764,6.93,7.3489230769230804
Eiga Koe no Katachi Special Book,7.73,manga,finished,2016-09-17,2016-09-17,7617,52,TRUE,7.11037890424987,6.93,6.93,6.93
Non Non Biyori,8.19,manga,finished,2009-09-26,2021-02-26,10325,392,TRUE,7.09760306242638,7.288562022901453,6.92562576938859,6.87876033057851
Arisa,7.57,manga,finished,2008-12-29,2012-08-03,16595,372,TRUE,7.12047922485221,7.0541430740530995,7.01893118148599,7.10766990291262
Doushiyoumo Nai Keredo,7.76,manga,finished,2005-08-12,2007-05-14,7388,23,FALSE,6.960383923395965,6.93,6.93,7.12403100775194
Sono Koi ni wa Wake ga Aru,7.82,manga,finished,2010-02-24,2010-02-24,5744,46,FALSE,6.92562123032401,6.93,6.93,7.26822222222222
Shuukatsu!! - Kimi ni Naitei,7.77,manga,finished,2008-01-01,2008-01-01,6057,43,TRUE,7.05749550133888,6.93,6.93841503267974,7.03219512195122
Love Letter,7.66,manga,finished,2005-04-15,2007-05-20,7803,49,TRUE,7.04454043523602,7.20229783037475,7.02829368334701,7.25005747126437
Double Arts,7.56,manga,finished,2008-03-24,2008-09-08,16635,216,TRUE,7.037115081660124,7.06317647058824,7.02829368334701,6.91140992167102
Darren Shan,7.88,manga,finished,2006-08-09,2009-02-04,6733,306,TRUE,7.11891061452514,7.02945701357466,7.02829368334701,7.22040229885057
Castle Mango,7.93,manga,finished,2009-04-01,2012-01-01,5102,55,FALSE,6.991558365831445,6.93,6.93,7.09441176470588
Yamada to Shounen,7.77,manga,finished,2013-12-21,2015-04-22,6835,66,TRUE,7.021331667832531,6.93,6.93,6.99410256410256
Boys Run the Riot,8.03,manga,finished,2020-01-27,2020-10-14,9248,295,TRUE,7.103990983338125,7.0541430740530995,6.92562576938859,7.01152173913044
Nanairo Sekai,7.81,manga,finished,2005-11-28,2006-02-28,5870,38,TRUE,6.974836185833285,6.99883732920856,7.01893118148599,7.14521739130435
